sgsv_by_taxon_id,full_scientific_name,species,species_epithet,infraspesific_epithet,genus,taxon_authority,vernacular_name,itis_tsn,accessions,seeds,seed_boxes,countries,continents,sgsv_taxon_id
1035204,Hordeum glaucum Steud.,Hordeum glaucum,glaucum,,Hordeum,,,,1,500,1,1,1,7686
1035205,Hordeum guatemalense,Hordeum guatemalense,guatemalense,,Hordeum,,,,1,500,1,1,1,10918
1035206,Hordeum guatemalense Bothmer et al.,Hordeum guatemalense,guatemalense,,Hordeum,Bothmer et al.,barley,,1,500,1,1,1,2064
1035207,Hordeum gussoneanum,Hordeum gussoneanum,gussoneanum,,Hordeum,,,,1,750,1,1,1,11133
1035208,Hordeum halophilum Griseb.,Hordeum halophilum,halophilum,,Hordeum,Griseb.,barley,,1,500,1,1,1,2065
1035209,Hordeum Harlani,Hordeum Harlani,Harlani,,Hordeum,,barley,,1,1000,1,1,1,2010
1035210,Hordeum Himalayense,Hordeum Himalayense,Himalayense,,Hordeum,,barley,,3,3000,1,2,2,2011
1035211,"Hordeum Himalayense, Coeleste, Nutans,","Hordeum Himalayense, Coeleste, Nutans","Himalayense, Coeleste, Nutans",,Hordeum,,barley,,1,1000,1,1,1,2012
1035212,Hordeum hrasdanicum Gandilyan,Hordeum hrasdanicum,hrasdanicum,,Hordeum,,,,1,500,1,1,1,7687
1035213,Hordeum hybrid,Hordeum hybrid,hybrid,,Hordeum,,barley,,2,1000,2,1,1,2067
1035214,Hordeum hybrid,Hordeum hybrid,hybrid,,Hordeum,,barley,,1,300,1,1,1,2067
1035215,Hordeum intercedens,Hordeum intercedens,intercedens,,Hordeum,Nevski,bobtail barley,503061,1,500,1,1,1,10907
1035216,Hordeum intercedens Nevski,Hordeum intercedens,intercedens,,Hordeum,Nevski,bobtail barley,503061,7,3500,3,2,1,2068
1035217,Hordeum irregulare A. E. Aberg & Wiebe,Hordeum irregulare,irregulare,,Hordeum,A. E. Aberg & Wiebe,barley,514836,74,46809,1,1,1,2070
1035218,Hordeum jubatum,Hordeum jubatum,jubatum,,Hordeum,L,foxtail barley,40871,1,100,1,1,1,11046
1035219,Hordeum jubatum L.,Hordeum jubatum,jubatum,,Hordeum,L.,foxtail barley,40871,35,17500,10,6,4,2071
1035220,Hordeum jubatum L.,Hordeum jubatum,jubatum,,Hordeum,L.,foxtail barley,40871,1,500,1,0,0,2071
1035221,Hordeum L.,Hordeum sp.,sp.,,Hordeum,L.,barley,,21,10500,4,9,5,4816
1035222,Hordeum L. cordobense Bothm. et al.,Hordeum cordobense,cordobense,,Hordeum,Bothm. et al.,barley,,3,300,1,2,1,4839
1035223,Hordeum lechleri,Hordeum lechleri,lechleri,,Hordeum,,,,4,2000,4,1,1,9870
1035224,Hordeum lechleri (Steud.) Schenck,Hordeum lechleri,lechleri,,Hordeum,(Steud.) Schenck,barley,,39,19500,6,2,1,2072
1035225,Hordeum leporinum,Hordeum leporinum,leporinum,,Hordeum,Link,hare barley,40879,30,22500,1,7,2,11137
1035226,Hordeum L. jubatum L.,Hordeum jubatum,jubatum,,Hordeum,L.,foxtail barley,40871,1,100,1,1,0,4840
1035227,Hordeum L. murinum L.,Hordeum murinum,murinum,,Hordeum,L.,mouse barley,40881,2,300,1,2,1,4841
1035228,Hordeum L. procerum Nevski,Hordeum procerum,procerum,,Hordeum,Nevski,barley,,1,100,1,1,1,4842
1035229,Hordeum L. vulgare L.,Hordeum vulgare,vulgare,,Hordeum,L.,common barley,40874,2959,586700,5,71,7,4843
1035230,Hordeum marinum,Hordeum marinum,marinum,,Hordeum,Huds,seaside barley,40880,2,1500,1,2,1,2073
1035231,Hordeum marinum Huds.,Hordeum marinum,marinum,,Hordeum,Huds.,seaside barley,40880,7,3050,7,5,2,2074
1035232,Hordeum marinum Huds. subsp.  gussoneanum (Parl.) Thell.,Hordeum marinum,marinum,,Hordeum,,,,7,3500,2,4,2,7019
1035233,Hordeum marinum Huds. subsp. gussoneanum (Parl.) Thell.,Hordeum marinum,marinum,subsp. gussoneanum,Hordeum,(Parl.) Thell.,seaside barley,,3,1500,2,3,2,2075
1035234,Hordeum marinum Huds. subsp. marinum,Hordeum marinum,marinum,subsp. marinum,Hordeum,,seaside barley,,9,4050,3,2,1,2076
1035235,Hordeum marinum ssp. gussoneanum,Hordeum marinum,marinum,,Hordeum,,,,3,1500,3,3,1,9871
1035236,Hordeum marinum ssp. gussoneanum (Parlatore) Thellung,Hordeum marinum,marinum,ssp. gussoneanum,Hordeum,(Parlatore) Thellung,seaside barley,,51,25500,4,10,3,2077
1035237,Hordeum marinum ssp. marinum,Hordeum marinum,marinum,,Hordeum,Huds,seaside barley,524159,1,750,1,1,1,10800
1035238,Hordeum marinum ssp. marinum Hudson,Hordeum marinum,marinum,ssp. marinum hudson,Hordeum,,seaside barley,,49,24500,5,6,2,2078
1035239,Hordeum Medicum,Hordeum Medicum,Medicum,,Hordeum,,barley,,4,4000,2,4,3,2013
1035240,"Hordeum Medicum, Erectum","Hordeum Medicum, Erectum","Medicum, Erectum",,Hordeum,,barley,,1,1000,1,1,1,2014
1035241,"Hordeum Medicum, Pallidum","Hordeum Medicum, Pallidum","Medicum, Pallidum",,Hordeum,,barley,,1,1000,1,1,1,2015
1035242,Hordeum murinum L.,Hordeum murinum,murinum,,Hordeum,L.,mouse barley,40881,30,16856,8,7,2,2081
1035243,Hordeum murinum L.,Hordeum murinum,murinum,,Hordeum,L.,mouse barley,40881,2,1000,1,2,2,2081
1035244,Hordeum murinum L. subsp. glaucum  (Steud.) Tzvelev,Hordeum murinum,murinum,,Hordeum,,,,1,500,1,1,1,8741
1035245,Hordeum murinum L. subsp. glaucum (Steud.) Tzvelev,Hordeum murinum,murinum,subsp. glaucum,Hordeum,(Steud.) Tzvelev,mouse barley,,7,3500,3,4,2,2082
1035246,Hordeum murinum L. subsp. leporinum  (Link) Arcang.,Hordeum murinum,murinum,,Hordeum,,,,7,3050,5,3,1,7020
1035247,Hordeum murinum L. subsp. leporinum (Link) Arcang.,Hordeum murinum,murinum,subsp. leporinum,Hordeum,(Link) Arcang.,mouse barley,,4,2000,2,4,2,2084
1035248,Hordeum murinum L. subsp. murinum,Hordeum murinum,murinum,subsp. murinum,Hordeum,,mouse barley,,7,3500,5,5,2,2085
1035249,Hordeum murinum ssp. glaucum,Hordeum murinum,murinum,,Hordeum,Steud Tzvelev,smooth barley,524160,1,500,1,1,1,10900
1035250,Hordeum murinum ssp. glaucum (Steudel) Tzvelev,Hordeum murinum,murinum,ssp. glaucum,Hordeum,(Steudel) Tzvelev,mouse barley,524160,33,16500,6,12,4,2086
1035251,Hordeum murinum ssp. leporinum,Hordeum murinum,murinum,,Hordeum,Link Arcang,leporinum barley,524161,1,500,1,1,1,10880
1035252,Hordeum murinum ssp. leporinum (Link) Arcangeli,Hordeum murinum,murinum,ssp. leporinum,Hordeum,(Link) Arcangeli,mouse barley,524161,57,28500,4,10,3,2087
1035253,Hordeum murinum ssp. murinum,Hordeum murinum,murinum,,Hordeum,L,wall barley,524162,1,500,1,1,1,10861
1035254,Hordeum murinum ssp. murinum L.,Hordeum murinum,murinum,ssp. murinum,Hordeum,L.,mouse barley,,12,6000,5,7,1,2088
1035255,Hordeum murinum subsp. leporinum (Link) Arcang.,Hordeum murinum,murinum,,Hordeum,,,,1,300,1,0,0,8279
1035256,Hordeum muticum,Hordeum muticum,muticum,,Hordeum,,,,1,500,1,1,1,9872
1035257,Hordeum muticum J.Presl,Hordeum muticum,muticum,,Hordeum,J.Presl,barley,,2,1000,2,2,2,2091
1035258,Hordeum muticum J. Presl,Hordeum muticum,muticum,,Hordeum,J. Presl,barley,,20,10000,3,2,1,2090
1035259,Hordeum Nigricans,Hordeum Nigricans,Nigricans,,Hordeum,,barley,,1,1000,1,1,1,2016
1035260,Hordeum Nigripallidum,Hordeum Nigripallidum,Nigripallidum,,Hordeum,,barley,,1,1000,1,1,1,2017
1035261,Hordeum Nigrum,Hordeum Nigrum,Nigrum,,Hordeum,,barley,,3,3000,1,3,2,2018
1035262,"Hordeum Nigrum, Medicum, Hordeum Pallidum, Nut","Hordeum Nigrum, Medicum, Hordeum Pallidum, Nut","Nigrum, Medicum, Hordeum Pallidum, Nut",,Hordeum,,barley,,1,1000,1,1,1,2019
1035263,"Hordeum nodosum L., nom. confus.",Hordeum nodosum,nodosum,,Hordeum,L.,barley,40872,3,1500,2,1,0,2092
1035264,Hordeum Ntans,Hordeum Ntans,Ntans,,Hordeum,,barley,,1,1000,1,1,1,2020
1035267,"Hordeum Nutans,Medicum","Hordeum Nutans, Medicum","Nutans, Medicum",,Hordeum,,barley,,1,1000,1,1,1,2024
1035268,"Hordeum Nutans, Medicum","Hordeum Nutans, Medicum","Nutans, Medicum",,Hordeum,,barley,,2,2000,2,2,2,2023
1035269,Hordeum Pallidum,Hordeum Pallidum,Pallidum,,Hordeum,,barley,,152,152000,3,29,5,2026
1035270,"Hordeum Pallidum, Himalayense","Hordeum Pallidum, Himalayense","Pallidum, Himalayense",,Hordeum,,barley,,1,1000,1,1,1,2027
1035271,"Hordeum Pallidum, Hordeum Subnudipyramidatum","Hordeum Pallidum, Subnudipyramidatum","Pallidum, Subnudipyramidatum",,Hordeum,,barley,,1,1000,1,1,1,2028
1035272,"Hordeum Pallidum,Medicum,Nutans","Hordeum Pallidum, Medicum, Nutans","Pallidum, Medicum, Nutans",,Hordeum,,barley,,1,1000,1,1,1,2031
1035273,"Hordeum Pallidum,Nutans","Hordeum Pallidum, Nutans","Pallidum, Nutans",,Hordeum,,barley,,1,1000,1,1,1,2032
1035274,"Hordeum Pallidum, Parallelum","Hordeum Pallidum, Parallelum","Pallidum, Parallelum",,Hordeum,,barley,,1,1000,1,1,1,2029
1035275,"Hordeum Pallidum, Persicum","Hordeum Pallidum, Persicum","Pallidum, Persicum",,Hordeum,,barley,,1,1000,1,1,1,2030
1035276,Hordeum Parallelum,Hordeum Parallelum,Parallelum,,Hordeum,,barley,,4,4000,2,4,3,2033
1035277,Hordeum parodii,Hordeum parodii,parodii,,Hordeum,,,,1,500,1,1,1,10789
1035278,Hordeum parodii Covas,Hordeum parodii,parodii,,Hordeum,Covas,barley,,34,17000,6,2,1,2093
1035279,Hordeum patagonicum (Haumann) Covas subsp. magellanicum (Parodi et Nicora) Bothmer et al.,Hordeum patagonicum,patagonicum,subsp. magellanicum,Hordeum,(Parodi et Nicora) Bothmer et al.,barley,,1,500,1,1,1,2094
1035280,Hordeum patagonicum (Haumann) Covas  subsp. mustersii (Nicora) Bothmer et al.,Hordeum patagonicum,patagonicum,,Hordeum,,,,1,50,1,1,1,9460
1035281,Hordeum patagonicum (Haumann) Covas subsp. mustersii (Nicora) Bothmer et al.,Hordeum patagonicum,patagonicum,subsp. mustersii,Hordeum,(Nicora) Bothmer et al.,barley,,1,500,1,1,1,2095
1035282,Hordeum patagonicum (Haumann) Covas  subsp. patagonicum,Hordeum patagonicum,patagonicum,,Hordeum,,,,1,50,1,1,1,9461
1035283,Hordeum patagonicum (Haumann) Covas subsp. patagonicum,Hordeum patagonicum,patagonicum,subsp. patagonicum,Hordeum,,barley,,2,1000,1,1,1,2096
1035284,Hordeum patagonicum (Haumann) Covas  subsp. santacrucense (Parodi et Nicora)  Bothmer et al.,Hordeum patagonicum,patagonicum,,Hordeum,,,,2,1000,1,1,1,7021
1035285,Hordeum patagonicum (Haumann) Covas  subsp. setifolium (Parodi et Nicora)  Bothmer et al.,Hordeum patagonicum,patagonicum,,Hordeum,,,,1,500,1,1,1,8742
1035286,Hordeum patagonicum (Haumann) Covas subsp. setifolium (Parodi et Nicora) Bothmer et al.,Hordeum patagonicum,patagonicum,subsp. setifolium,Hordeum,(Parodi et Nicora) Bothmer et al.,barley,,3,1500,2,1,1,2097
1035287,Hordeum patagonicum ssp. magellanicum,Hordeum patagonicum,patagonicum,,Hordeum,,,,1,500,1,1,1,10894
1035288,"Hordeum patagonicum ssp. magellanicum (Parodi & Nicora) Bothmer, Giles & Jacobsen",Hordeum patagonicum,patagonicum,ssp. magellanicum,Hordeum,"(Parodi & Nicora) Bothmer, Giles &Jacobsen",barley,,21,10500,3,2,1,2098
1035289,"Hordeum patagonicum ssp. mustersii (Nicora) Bothmer, Giles & Jacobsen",Hordeum patagonicum,patagonicum,ssp. mustersii,Hordeum,"(Nicora) Bothmer, Giles & Jacobsen",barley,,3,1500,2,1,1,2099
1035290,Hordeum patagonicum ssp. patagonicum (Haumann) Covas,Hordeum patagonicum,patagonicum,ssp. patagonicum,Hordeum,(Haumann) Covas,barley,,7,3500,4,1,1,2100
1035291,Hordeum patagonicum ssp. santacrucense,Hordeum patagonicum,patagonicum,,Hordeum,,,,1,500,1,1,1,10885
1035292,"Hordeum patagonicum ssp. santacrucense (Parodi & Nicora) Bothmer, Giles & Jacobsen",Hordeum patagonicum,patagonicum,ssp. santacrucense,Hordeum,"(Parodi & Nicora) Bothmer, Giles &Jacobsen",barley,,23,11500,4,1,1,2101
1035293,Hordeum patagonicum ssp. setifolium,Hordeum patagonicum,patagonicum,,Hordeum,,,,2,1000,2,1,1,10048
1035294,"Hordeum patagonicum ssp. setifolium (Parodi & Nicora) Bothmer, Giles & Jacobsen",Hordeum patagonicum,patagonicum,ssp. setifolium,Hordeum,"(Parodi & Nicora) Bothmer, Giles &Jacobsen",barley,,11,5500,3,1,1,2102
1035296,Hordeum procerum,Hordeum procerum,procerum,,Hordeum,,,,1,500,1,1,1,10049
1035297,Hordeum procerum Nevski,Hordeum procerum,procerum,,Hordeum,Nevski,barley,,10,5000,4,1,1,2103
1035298,Hordeum pubiflorum,Hordeum pubiflorum,pubiflorum,,Hordeum,,,,1,500,1,1,1,10813
1035299,Hordeum pubiflorum Hook. f.,Hordeum pubiflorum,pubiflorum,,Hordeum,Hook. f.,barley,,15,7500,4,2,1,2104
1035300,Hordeum pubiflorum Hook.f. subsp.  halophilum (Griseb.) Baden & Bothmer,Hordeum pubiflorum,pubiflorum,,Hordeum,,,,2,550,2,1,1,8743
1035301,Hordeum pubiflorum Hook.f. subsp. halophilum (Griseb.) Baden & Bothmer,Hordeum pubiflorum,pubiflorum,subsp. halophilum,Hordeum,(Griseb.) Baden & Bothmer,barley,,2,1000,2,2,1,2105
1035302,Hordeum pubiflorum Hook.f. subsp. pubiflorum,Hordeum pubiflorum,pubiflorum,subsp. pubiflorum,Hordeum,,barley,,1,500,1,1,1,2106
1035303,Hordeum pubiflorum Hook.f. subsp.  pubiflorum,Hordeum pubiflorum,pubiflorum,,Hordeum,,,,1,50,1,1,1,9462
1035304,Hordeum pusillum,Hordeum pusillum,pusillum,,Hordeum,Nutt,little wildbarley,40866,1,500,1,1,1,10856
1035305,Hordeum pusillum Nutt.,Hordeum pusillum,pusillum,,Hordeum,Nutt.,little wildbarley,40866,13,6500,5,1,1,2107
1035306,Hordeum Pyramidatum,Hordeum Pyramidatum,Pyramidatum,,Hordeum,,barley,,2,2000,1,2,1,2035
1035307,Hordeum Revelatocobdicum,Hordeum Revelatocobdicum,Revelatocobdicum,,Hordeum,,barley,,1,1000,1,1,1,2036
1035308,Hordeum Rikotense,Hordeum Rikotense,Rikotense,,Hordeum,,barley,,1,1000,1,1,1,2037
1035309,"Hordeum Rikotense, Pallidum","Hordeum Rikotense, Pallidum","Rikotense, Pallidum",,Hordeum,,barley,,1,1000,1,1,1,2038
1035310,Hordeum roshevitzii,Hordeum roshevitzii,roshevitzii,,Hordeum,,,,1,750,1,1,1,10779
1035311,Hordeum roshevitzii Bowden,Hordeum roshevitzii,roshevitzii,,Hordeum,Bowden,barley,,17,8050,6,3,2,2108
1035312,Hordeum secalinum,Hordeum secalinum,secalinum,,Hordeum,Schreb,,507978,1,500,1,1,1,10050
1035313,Hordeum secalinum Schreb.,Hordeum secalinum,secalinum,,Hordeum,Schreb.,barley,507978,12,5050,8,4,2,2109
1035314,Hordeum sp.,Hordeum sp.,sp.,,Hordeum,,barley,,143,9500,10,18,4,2110
1035315,Hordeum sp.,Hordeum sp.,sp.,,Hordeum,,barley,,3,1500,2,3,2,2110
1035316,Hordeum spontaneum,Hordeum spontaneum,spontaneum,,Hordeum,K Koch,spontaneous barley,506655,101,75750,1,20,2,11130
1035317,Hordeum spontaneum K.Koch,Hordeum spontaneum,spontaneum,,Hordeum,K.Koch,spontaneous barley,506655,10,3000,5,3,1,2111
1035318,Hordeum spontaneum K.Koch,Hordeum spontaneum,spontaneum,,Hordeum,K.Koch,spontaneous barley,506655,2,1000,2,1,1,2111
1035319,Hordeum spontaneum K.Koch.,Hordeum spontaneum,spontaneum,,Hordeum,,,,13,6500,1,1,1,7690
1042567,Zea mays L,Zea mays,mays,,Zea,,,,150,75000,2,1,1,7419
1035320,Hordeum spontaneumK. Koch,Hordeum spontaneumK.,spontaneumK.,,Hordeum,,,,300,15000,1,2,1,6305
1035321,Hordeum-spontaneum-K. Koch,Hordeum-spontaneum-K. Koch,Koch,,Hordeum-spontaneum-K.,,,,301,15050,1,1,1,7022
1035322,Hordeum spontaneum K.Koch var.  bactrianum Vavilov,Hordeum spontaneum,spontaneum,,Hordeum,,,,3,1500,2,2,1,7023
1035323,Hordeum spontaneum K.Koch var.  bactrianum Vavilov,Hordeum spontaneum,spontaneum,,Hordeum,,,,1,500,1,1,1,7023
1035324,Hordeum spontaneum K.Koch var.  ischnatherum (Coss.) Thell.,Hordeum spontaneum,spontaneum,,Hordeum,,,,1,500,1,1,0,9463
1035325,Hordeum spontaneum K.Koch var.  ischnatherum (Coss.) Thell.,Hordeum spontaneum,spontaneum,,Hordeum,,,,3,1500,3,3,1,9463
1035326,Hordeum spontaneum K.Koch var. ischnatherum (Coss.) Thell.,Hordeum spontaneum,spontaneum,,Hordeum,,,,1,,1,1,1,5436
1035327,Hordeum spontaneum K.Koch var. spontaneum,Hordeum spontaneum,spontaneum,,Hordeum,,,,1,,1,1,1,5705
1035328,Hordeum spontaneum K.Koch var.  spontaneum,Hordeum spontaneum,spontaneum,,Hordeum,,,,6,3000,2,1,1,8744
1035329,Hordeum spontaneum K.Koch var.  spontaneum,Hordeum spontaneum,spontaneum,,Hordeum,,,,10,5000,3,1,1,8744
1035330,Hordeum spontaneum K.Koch var.  transcaspicum Vavilov,Hordeum spontaneum,spontaneum,,Hordeum,,,,1,500,1,1,0,9464
1035331,Hordeum spontaneum K.Koch var.  transcaspicum Vavilov,Hordeum spontaneum,spontaneum,,Hordeum,,,,3,1500,3,2,1,9464
1035332,Hordeum spontaneum Koch,Hordeum spontaneum,spontaneum,,Hordeum,Koch,spontaneous barley,506655,115,57500,5,4,1,2112
1035333,Hordeum spontaneum Koch var. ischnatherum (Coss.) Thell.,Hordeum spontaneum,spontaneum,var. ischnatherum,Hordeum,(Coss.) Thell.,spontaneous barley,,42,21000,4,1,1,2113
1035334,Hordeum spontaneum Koch var. spontaneum,Hordeum spontaneum,spontaneum,var. spontaneum,Hordeum,,spontaneous barley,,33,16500,4,2,1,2114
1035335,Hordeum spp,Hordeum sp.,sp.,,Hordeum,,barley,,11,5500,1,1,1,2115
1035336,Hordeum stenostachys,Hordeum stenostachys,stenostachys,,Hordeum,,,,1,500,1,1,1,10784
1035337,Hordeum stenostachys Godr.,Hordeum stenostachys,stenostachys,,Hordeum,Godr.,barley,,27,13500,6,1,1,2116
1035338,Hordeum Steudelii,Hordeum Steudelii,Steudelii,,Hordeum,,barley,,1,1000,1,1,1,2039
1035339,"Hordeum Steudelii, Deficiens","Hordeum Steudelii, Deficiens","Steudelii, Deficiens",,Hordeum,,barley,,1,1000,1,1,1,2040
1035340,Hordeum tetraploidum Covas,Hordeum tetraploidum,tetraploidum,,Hordeum,Covas,barley,,6,3000,2,1,1,2117
1035341,Hordeum Trifurcatum,Hordeum Trifurcatum,Trifurcatum,,Hordeum,,barley,,2,2000,1,1,1,2041
1035343,Hordeum v.coeleste himalaynse,Hordeum v.coeleste,v.coeleste,,Hordeum,,,,1,1300,1,1,1,8158
1035344,Hordeum  v. himalaynse,Hordeum,,,Hordeum,,,,1,1300,1,1,1,8159
1035345,Hordeum v.himalaynse,Hordeum v.himalaynse,v.himalaynse,,Hordeum,,,,1,1300,1,1,1,8160
1035346,Hordeum v. himalaynse,Hordeum v.,v.,,Hordeum,,,,1,1300,1,1,1,8161
1035347,"Hordeum v. Noet,",Hordeum v.,v.,,Hordeum,,,,1,1300,1,1,1,8162
1035348,Hordeum v.pallidum,Hordeum v.pallidum,v.pallidum,,Hordeum,,,,1,1300,1,1,1,8163
1035349,Hordeum v. pallidum,Hordeum v.,v.,,Hordeum,,,,1,1300,1,1,1,8164
1035350,Hordeum vulgare,Hordeum vulgare,vulgare,,Hordeum,L,common barley,40874,14427,5814150,72,83,6,2118
1035351,"Hordeum vulgare, Atratum","Hordeum vulgare,","vulgare,",,Hordeum,,,,4,2000,1,3,3,7979
1035352,"Hordeum vulgare, Coeleste L.","Hordeum vulgare,","vulgare,",,Hordeum,,,,1,500,1,1,1,7980
1035353,"Hordeum vulgare, Coeleste L., Himalayense Ritt.","Hordeum vulgare,","vulgare,",,Hordeum,,,,1,500,1,1,1,7981
1035354,"Hordeum vulgare, Coeleste L., Violaceum Koern.","Hordeum vulgare,","vulgare,",,Hordeum,,,,1,500,1,1,1,7982
1035355,"Hordeum vulgare, diatichon, Medicum","Hordeum vulgare,","vulgare,",,Hordeum,,,,1,1000,1,1,1,7570
1035356,"Hordeum vulgare, diatichon, Nudum","Hordeum vulgare,","vulgare,",,Hordeum,,,,1,1000,1,1,1,7571
1035357,"Hordeum vulgare, diatichon, Nutans","Hordeum vulgare,","vulgare,",,Hordeum,,,,3,3000,1,1,1,7572
1035358,"Hordeum vulgare, distichon, Deficiens Steud.","Hordeum vulgare,","vulgare,",,Hordeum,,,,1,1000,1,1,1,7573
1035359,"Hordeum vulgare, distichon, Erectum","Hordeum vulgare,","vulgare,",,Hordeum,,,,3,3000,1,1,1,7574
1035360,"Hordeum vulgare, distichon, Medicum","Hordeum vulgare,","vulgare,",,Hordeum,,,,4,4000,1,1,1,7575
1035361,"Hordeum vulgare, distichon, Medicum Koern.","Hordeum vulgare,","vulgare,",,Hordeum,,,,2,2000,1,2,2,7576
1035362,"Hordeum vulgare, distichon, Nudum","Hordeum vulgare,","vulgare,",,Hordeum,,,,2,2000,1,1,1,7577
1035363,"Hordeum vulgare, distichon, Nutans","Hordeum vulgare,","vulgare,",,Hordeum,,,,81,81000,3,6,2,7578
1035365,"Hordeum vulgare, distichon, Persicum","Hordeum vulgare,","vulgare,",,Hordeum,,,,3,3000,2,3,1,7580
1035366,"Hordeum vulgare, distichon, Persicum","Hordeum vulgare,","vulgare,",,Hordeum,,,,1,1000,1,1,1,7580
1035367,"Hordeum vulgare, distichon, Persicum Koern.","Hordeum vulgare,","vulgare,",,Hordeum,,,,1,1000,1,1,1,7581
1035368,Hordeum vulgare f. agriochriton,Hordeum vulgare,vulgare,,Hordeum,,,,3,1750,1,1,1,10799
1035369,Hordeum vulgare f. agriochriton (Åberg) Bowd.,Hordeum vulgare,vulgare,f. agriochriton,Hordeum,(Ãberg) Bowd.,common barley,,14,7000,3,1,1,2189
1035370,"Hordeum vulgare, Himalayense Ritt.","Hordeum vulgare,","vulgare,",,Hordeum,,,,3,1500,1,1,1,7983
1035371,"Hordeum vulgare, Himalayense Ritt., Coeleste L.","Hordeum vulgare,","vulgare,",,Hordeum,,,,1,500,1,1,1,7984
1035372,"Hordeum vulgare, Japonicum Vav. et Orl.","Hordeum vulgare,","vulgare,",,Hordeum,,,,1,500,1,1,1,7985
1035373,Hordeum vulgare L.,Hordeum vulgare,vulgare,,Hordeum,L.,common barley,40874,11928,6552785,119,57,6,2119
1035374,Hordeum vulgare L.,Hordeum vulgare,vulgare,,Hordeum,L.,common barley,40874,26,13000,4,5,3,2119
1035375,Hordeum. vulgare L,Hordeum. vulgare,vulgare,,Hordeum.,,,,55,68000,1,1,1,8165
1035376,Hordeum.vulgare L,Hordeum.vulgare L,L,,Hordeum.vulgare,,,,1,1300,1,1,1,8166
1035377,Hordeum.vulgare L,Hordeum.vulgare L,L,,Hordeum.vulgare,,,,1,1300,1,1,1,8166
1035378,Hordeum.vulgare L,Hordeum.vulgare L,L,,Hordeum.vulgare,,,,1,800,1,1,1,8166
1035379,Hordeum vulgare L. Breviaristatum Vav.,Hordeum vulgare,vulgare,,Hordeum,,,,5,5000,1,0,0,7024
1035380,Hordeum.vulgare L                               coeleste,Hordeum.vulgare L,L,,Hordeum.vulgare,,,,1,1300,1,1,1,8167
1035381,Hordeum vulgare L. Coeleste L.,Hordeum vulgare,vulgare,,Hordeum,,,,1,500,1,0,0,7025
1035382,Hordeum vulgare L. convar. deficiens  (Steud.) Mansf.,Hordeum vulgare,vulgare,,Hordeum,,,,2,1000,2,1,1,8745
1035383,Hordeum vulgare L. convar. deficiens  (Steud.) Mansf.,Hordeum vulgare,vulgare,,Hordeum,,,,3,1500,2,1,1,8745
1035384,Hordeum vulgare L. convar. deficiens (Steud.) Mansf.,Hordeum vulgare,vulgare,convar. deficiens,Hordeum,(Steud.) Mansf.,common barley,,7,3500,3,2,1,2120
1035385,Hordeum vulgare L. convar. deficiens  (Steud.) Mansf. var. abyssinicum (Sér.)  Körn.,Hordeum vulgare,vulgare,,Hordeum,,,,3,1500,2,1,1,10569
1035386,Hordeum vulgare L. convar. deficiens (Steud.) Mansf. var. abyssinicum (Sr.) Krn.,Hordeum vulgare,vulgare,convar. deficiens var. abyssinicum,Hordeum,(SÂr.) KÂrn.,common barley,,3,1500,2,2,1,2121
1035387,Hordeum vulgare L. convar. deficiens  (Steud.) Mansf. var. africanum (Vavilov)  Mansf.,Hordeum vulgare,vulgare,,Hordeum,,,,2,1000,2,1,1,8746
1035388,Hordeum vulgare L. convar. deficiens  (Steud.) Mansf. var. africanum (Vavilov)  Mansf.,Hordeum vulgare,vulgare,,Hordeum,,,,1,500,1,1,1,8746
1035389,Hordeum vulgare L. convar. deficiens  (Steud.) Mansf. var. asmaricum (Orlov)  Mansf.,Hordeum vulgare,vulgare,,Hordeum,,,,3,1500,1,2,2,8747
1035390,Hordeum vulgare L. convar. deficiens  (Steud.) Mansf. var. asmaricum (Orlov)  Mansf.,Hordeum vulgare,vulgare,,Hordeum,,,,1,500,1,0,0,8747
1035629,Hordeum vulgare L. Population,Hordeum vulgare,vulgare,,Hordeum,,,,2,1000,2,2,2,7070
1035391,Hordeum vulgare L. convar. deficiens (Steud.) Mansf. var. copticum (Vavilov) Mansf.,Hordeum vulgare,vulgare,convar. deficiens var. copticum,Hordeum,(Vavilov) Mansf.,common barley,,2,1000,2,1,1,2122
1035392,Hordeum vulgare L. convar. deficiens  (Steud.) Mansf. var. daghestanicum  (Vavilov & Orlov) Mansf.,Hordeum vulgare,vulgare,,Hordeum,,,,1,500,1,1,1,10583
1035393,Hordeum vulgare L. convar. deficiens (Steud.) Mansf. var. daghestanicum (Vavilov & Orlov) Mansf.,Hordeum vulgare,vulgare,convar. deficiens var. daghestanicum,Hordeum,(Vavilov & Orlov) Mansf.,common barley,,1,500,1,1,1,2123
1035394,Hordeum vulgare L. convar. deficiens  (Steud.) Mansf. var. deficiens (Steud.)  Körn.,Hordeum vulgare,vulgare,,Hordeum,,,,9,4500,5,4,3,7026
1035395,Hordeum vulgare L. convar. deficiens  (Steud.) Mansf. var. deficiens (Steud.)  Körn.,Hordeum vulgare,vulgare,,Hordeum,,,,33,16500,3,2,2,7026
1035396,Hordeum vulgare L. convar. deficiens (Steud.) Mansf. var. deficiens (Steud.) Krn.,Hordeum vulgare,vulgare,convar. deficiens var. deficiens,Hordeum,(Steud.) KÂrn.,common barley,,29,13500,5,3,2,2124
