sgsv_by_taxon_id,full_scientific_name,species,species_epithet,infraspesific_epithet,genus,taxon_authority,vernacular_name,itis_tsn,accessions,seeds,seed_boxes,countries,continents,sgsv_taxon_id
1030829,Acacia tortilis,Acacia tortilis,tortilis,,Acacia,Forsskal Hayne,umbrella thorn,506369,1,500,1,1,1,70
1030830,Acacia tortilis (Forssk.)Hayne,Acacia tortilis,tortilis,,Acacia,(Forssk.)Hayne,umbrella thorn,506369,3,1500,1,1,1,72
1030831,Acacia tortilis heteracantha,Acacia tortilis,tortilis,heteracantha,Acacia,,umbrella thorn,,30,28000,3,3,1,73
1030832,Acacia tortilis raddiana,Acacia tortilis,tortilis,raddiana,Acacia,,umbrella thorn,,2,1000,2,2,2,74
1030833,Acacia tortilis spirocarpa,Acacia tortilis,tortilis,spirocarpa,Acacia,,umbrella thorn,,20,18000,3,4,1,75
1030834,Acacia trineura F.Muell.,Acacia trineura,trineura,,Acacia,F.Muell.,acacia,,1,500,1,1,0,76
1030835,Acacia venosa Hochst. ex Benth.,Acacia venosa,venosa,,Acacia,Hochst. ex Benth.,acacia,,1,500,1,1,1,77
1030836,Acacia victoriae,Acacia victoriae,victoriae,,Acacia,Benth,acacia,507471,2,1000,1,1,1,6360
1030837,Acacia victoriae Benth.,Acacia victoriae,victoriae,,Acacia,Benth.,acacia,507471,1,500,1,1,0,78
1030838,Acacia villosa (Sw.) Willd.,Acacia villosa,villosa,,Acacia,(Sw.) Willd.,acacia,,2,1000,1,2,1,79
1030839,Acacia visco,Acacia visco,visco,,Acacia,,,,2,800,1,1,1,7958
1030840,Acacia wrightii,Acacia wrightii,wrightii,,Acacia,Benth,texas catclaw,26445,1,300,1,1,1,6361
1030841,Acacia xanthophloea,Acacia xanthophloea,xanthophloea,,Acacia,,acacia,,2,1000,2,2,1,80
1030842,Acanthosicyos naudinianus,Acanthosicyos naudinianus,naudinianus,,Acanthosicyos,,,,4,2000,1,1,1,9645
1030843,Acanthus longifolius Poir.,Acanthus longifolius,longifolius,,Acanthus,Poir.,acanthus,,1,500,1,1,0,81
1030844,Achillea ageratifolia (Sibth. & Sm.) Boiss.,Achillea ageratifolia,ageratifolia,,Achillea,(Sibth. & Sm.) Boiss.,yarrow,505928,1,500,1,1,0,82
1030845,Achillea alpina L.,Achillea alpina,alpina,,Achillea,,,,1,500,1,1,1,8522
1030846,Achillea asplenifolia Vent.,Achillea asplenifolia,asplenifolia,,Achillea,,,,1,500,1,0,0,8523
1030847,Achillea collina J.Becker ex Rchb.,Achillea collina,collina,,Achillea,,,,1,500,1,0,0,9358
1030848,Achillea distans Waldst. & Kit. ex Willd.,Achillea distans,distans,,Achillea,,,,1,500,1,0,0,8524
1030849,Achillea millefolium,Achillea millefolium,millefolium,,Achillea,L,milfoil,35423,3,1500,1,2,1,10886
1030850,Achillea millefolium L.,Achillea millefolium,millefolium,,Achillea,L.,milfoil,35423,20,19500,11,11,2,83
1030851,Achillea millefolium L. f. rosea,Achillea millefolium,millefolium,,Achillea,,,,2,2000,1,1,1,9162
1030852,Achillea ptarmica L.,Achillea ptarmica,ptarmica,,Achillea,,,,2,1500,2,1,1,8525
1030853,Achillea tomentosa L.,Achillea tomentosa,tomentosa,,Achillea,,,,1,500,1,0,0,10533
1030854,Achnatherum bromoides,Achnatherum bromoides,bromoides,,Achnatherum,,,,1,500,1,1,1,9646
1030855,Achnatherum calamagrostis (L.) P.Beauv.,Achnatherum calamagrostis,calamagrostis,,Achnatherum,(L.) P.Beauv.,needlegrass,,5,1500,3,1,1,84
1030856,Achnatherum calamagrostis (L.) P.Beauv.,Achnatherum calamagrostis,calamagrostis,,Achnatherum,(L.) P.Beauv.,needlegrass,,1,500,1,1,1,84
1030857,Achnatherum hymenoides,Achnatherum hymenoides,hymenoides,,Achnatherum,Roemer & J A Schultes Barkworth,Indian ricegrass,507943,4,,1,1,1,85
1030858,Achnatherum hymenoides,Achnatherum hymenoides,hymenoides,,Achnatherum,Roemer & J A Schultes Barkworth,Indian ricegrass,507943,5,5508,2,1,1,85
1030859,Achnatherum lettermanii,Achnatherum lettermanii,lettermanii,,Achnatherum,Vasey Barkworth,Letterman needlegrass,507946,1,500,1,1,1,9647
1030860,Achnatherum nelsonii,Achnatherum nelsonii,nelsonii,,Achnatherum,Scribn Barkworth,Nelson achnatherum,507948,2,2684,2,1,1,10741
1030861,Achnatherum nelsonii subsp. dorei,Achnatherum nelsonii,nelsonii,,Achnatherum,,,,2,1000,1,2,1,9648
1030862,Achnatherum splendens,Achnatherum splendens,splendens,,Achnatherum,Trin Nevski,,507444,2,1000,2,2,1,9649
1030863,Acinos arvensis (Lam.) Dandy,Acinos arvensis,arvensis,,Acinos,(Lam.) Dandy,basil thyme,184862,3,1500,3,2,1,86
1030864,Acmella oleracea (L.) R.K.Jansen,Acmella oleracea,oleracea,,Acmella,,,,1,500,1,0,0,6784
1030865,Aconitum barbatum Pers.,Aconitum barbatum,barbatum,,Aconitum,Pers.,monkshood,,1,500,1,1,0,87
1030866,Aconitum carmichaelii x arendsii Hort.,Aconitum carmichaelii,carmichaelii,,Aconitum,,,,1,500,1,0,0,9359
1030867,Aconitum napellus L.,Aconitum napellus,napellus,,Aconitum,L.,Venus' chariot,18419,3,2000,3,2,1,88
1030868,Acrocarpus fraxinifolius,Acrocarpus fraxinifolius,fraxinifolius,,Acrocarpus,,,,1,500,1,1,1,7500
1030869,Actaea asiatica,Actaea asiatica,asiatica,,Actaea,,baneberry,,1,500,1,1,1,89
1030870,Actaea racemosa,Actaea racemosa,racemosa,,Actaea,,baneberry,,3,1300,2,1,1,90
1030871,Actaea racemosa,Actaea racemosa,racemosa,,Actaea,,baneberry,,9,1800,1,1,1,90
1030872,Actaea rubra (Aiton) Willd.,Actaea rubra,rubra,,Actaea,(Aiton) Willd.,red baneberry,18723,2,1000,1,1,0,91
1030873,Actinidia arguta,Actinidia arguta,arguta,,Actinidia,Sieb & Zucc Planch ex Miq,tara vine,506774,1,500,1,1,1,92
1030874,Actinidia kolomikta,Actinidia kolomikta,kolomikta,,Actinidia,,actinidia,,2,1000,1,1,1,93
1030875,Adansonia digitata,Adansonia digitata,digitata,,Adansonia,L,baobab,21591,16,8000,2,1,1,94
1030876,Adenanthera pavonina,Adenanthera pavonina,pavonina,,Adenanthera,L,red beadtree,26447,1,500,1,1,1,7501
1030877,Adenodolichos paniculatus (Hua) Hutch.& Dalz.,Adenodolichos paniculatus,paniculatus,,Adenodolichos,(Hua) Hutch.& Dalz.,,,1,500,1,1,0,95
1030878,Adenophora triphylla (Thunb.) A. DC.,Adenophora triphylla,triphylla,,Adenophora,,,,2,1000,1,1,1,9360
1030879,Adonis aestivalis L.,Adonis aestivalis,aestivalis,,Adonis,L.,summer pheasant's eye,181883,1,500,1,1,0,96
1030882,Aegilops,Aegilops,,,Aegilops,L,goatgrass,182534,37,7400,1,5,2,5715
1030883,Aegilops bicornis (FORSK.) JAUB. et SP.,Aegilops bicornis,bicornis,,Aegilops,,,,2,400,1,0,0,10071
1030884,Aegilops bicornis (Forssk.) Jaub. & Spach,Aegilops bicornis,bicornis,,Aegilops,(Forssk.) Jaub. & Spach,goatgrass,506689,1,500,1,1,0,98
1030885,Aegilops bicornis (Forssk.) Jaub. & Spach  var. bicornis,Aegilops bicornis,bicornis,,Aegilops,,,,6,3000,3,2,2,8527
1030886,Aegilops bicornis (Forssk.) Jaub. & Spach  var. mutica (Asch.) Eig,Aegilops bicornis,bicornis,,Aegilops,,,,1,500,1,1,1,8528
1030887,Aegilops bicornis var. bicornis,Aegilops bicornis,bicornis,,Aegilops,,,,1,400,1,1,1,11012
1030888,Aegilops biuncialis,Aegilops biuncialis,biuncialis,,Aegilops,Vis,goatgrass,508387,101,40400,7,13,3,100
1030889,Aegilops biuncialis Vis.,Aegilops biuncialis,biuncialis,,Aegilops,Vis.,goatgrass,508387,5,3000,2,2,2,101
1030890,Aegilops caudata,Aegilops caudata,caudata,,Aegilops,,goatgrass,,1,400,1,1,1,102
1030891,Aegilops columnaris,Aegilops columnaris,columnaris,,Aegilops,,goatgrass,,17,6800,7,7,1,103
1030892,Aegilops columnaris  Zhuk.,Aegilops columnaris,columnaris,,Aegilops,,,,3,1500,1,1,1,7629
1030893,Aegilops columnaris Zhuk.,Aegilops columnaris,columnaris,,Aegilops,Zhuk.,goatgrass,,1,500,1,1,1,104
1030894,Aegilops columnaris ZHUK.,Aegilops columnaris,columnaris,,Aegilops,,,,1,200,1,1,1,10072
1030895,Aegilops columnaris Zhuk. var. columnaris,Aegilops columnaris,columnaris,var. columnaris,Aegilops,,goatgrass,,1,500,1,1,0,105
1030896,Aegilops columnaris Zhuk. var. glabriuscula Eig,Aegilops columnaris,columnaris,var. glabriuscula,Aegilops,Eig,goatgrass,,1,500,1,1,0,106
1030897,Aegilops comosa SIBTH. et SM.,Aegilops comosa,comosa,,Aegilops,,,,1,200,1,1,1,10073
1030898,Aegilops comosa Sibth. & Sm. subsp.  comosa var. comosa,Aegilops comosa,comosa,,Aegilops,,,,1,500,1,0,0,8529
1030899,Aegilops comosa Sibth. & Sm. subsp. comosa var. comosa,Aegilops comosa,comosa,subsp. comosa var. comosa,Aegilops,,goatgrass,,1,500,1,1,1,108
1030900,Aegilops comosa Sibth. & Sm. subsp. comosa var. thessalica Eig,Aegilops comosa,comosa,subsp. comosa var. thessalica,Aegilops,Eig,goatgrass,,2,1000,1,1,1,109
1030901,Aegilops comosa Sibth. & Sm. subsp.  heldreichii (Boiss.) Eig var. subventricosa  Boiss.,Aegilops comosa,comosa,,Aegilops,,,,1,500,1,1,1,9361
1030902,Aegilops comosa var. subventricosa,Aegilops comosa,comosa,,Aegilops,,,,2,800,1,2,1,10989
1030903,Aegilops crassa,Aegilops crassa,crassa,,Aegilops,Boiss,Persian goatgrass,182535,31,12400,5,10,1,112
1030904,Aegilops  crassa Boiss.,Aegilops,,,Aegilops,,,,4,2000,1,1,1,7630
1030905,Aegilops crassa Boiss.,Aegilops crassa,crassa,,Aegilops,Boiss.,Persian goatgrass,182535,2,1000,2,1,0,113
1030906,Aegilops crassa Boiss. subsp. crassa var.  crassa,Aegilops crassa,crassa,,Aegilops,,,,1,500,1,1,1,8530
1030907,Aegilops crassa Boiss. subsp. crassa var.  glumiaristata Eig,Aegilops crassa,crassa,,Aegilops,,,,1,500,1,1,1,8531
1030908,Aegilops crassa Boiss. subsp. vavilovii  Zhuk.,Aegilops crassa,crassa,,Aegilops,,,,3,1500,2,2,2,6785
1030986,Aegilops searsii Feldman & Kislev,Aegilops searsii,searsii,,Aegilops,,,,4,2000,3,2,1,8540
1030909,Aegilops crassa Boiss. subsp. vavilovii Zhuk.,Aegilops crassa,crassa,subsp. vavilovii,Aegilops,Zhuk.,Persian goatgrass,,9,4500,4,4,2,114
1030910,Aegilops cylindrica,Aegilops cylindrica,cylindrica,,Aegilops,,goatgrass,182536,196,78400,7,14,2,115
1030911,Aegilops cylindrica Host,Aegilops cylindrica,cylindrica,,Aegilops,Host,goatgrass,182536,2,1000,1,1,1,116
1030912,Aegilops cylindrica Host.,Aegilops cylindrica,cylindrica,,Aegilops,,,,57,28500,1,1,1,7631
1030913,Aegilops cylindrica HOST,Aegilops cylindrica,cylindrica,,Aegilops,,,,21,4200,1,10,2,10074
1030914,Aegilops cylindrica Host var. aristulata  (Zhuk.) Tzvelev,Aegilops cylindrica,cylindrica,,Aegilops,,,,1,500,1,1,1,8532
1030915,Aegilops cylindrica Host var. aristulata (Zhuk.) Tzvelev,Aegilops cylindrica,cylindrica,var. aristulata,Aegilops,(Zhuk.) Tzvelev,goatgrass,,1,500,1,1,0,117
1030916,Aegilops cylindrica Host var. pauciaristata Eig,Aegilops cylindrica,cylindrica,var. pauciaristata,Aegilops,Eig,goatgrass,,6,3000,3,5,2,118
1032910,Carum carvi L.,Carum carvi,carvi,,Carum,L.,caraway,29610,7,3500,2,6,2,989
1030917,Aegilops cylindrica Host var. pauciaristata  Eig,Aegilops cylindrica,cylindrica,,Aegilops,,,,7,3500,1,4,2,8533
1030918,Aegilops cylindrica Host var. pauciaristata  Eig,Aegilops cylindrica,cylindrica,,Aegilops,,,,1,500,1,1,1,8533
1030919,Aegilops cylindrica Host var. prokhanovii Tzvelev,Aegilops cylindrica,cylindrica,var. prokhanovii,Aegilops,Tzvelev,goatgrass,,1,500,1,1,1,119
1030920,Aegilops cylindrica Host var. prokhanovii  Tzvelev,Aegilops cylindrica,cylindrica,,Aegilops,,,,1,500,1,1,1,9362
1030921,Aegilops geniculata,Aegilops geniculata,geniculata,,Aegilops,Roth,ovate goatgrass,182539,181,72400,7,14,3,121
1030922,Aegilops geniculata Roth,Aegilops geniculata,geniculata,,Aegilops,Roth,ovate goatgrass,182539,5,4000,3,4,1,122
1030923,Aegilops geniculata ROTH,Aegilops geniculata,geniculata,,Aegilops,,,,6,1200,1,4,1,10075
1030924,Aegilops geniculata Roth subsp. brachyathera (Pomel) Hammer,Aegilops geniculata,geniculata,subsp. brachyathera,Aegilops,(Pomel) Hammer,ovate goatgrass,,3,1500,1,3,1,123
1030925,Aegilops geniculata Roth subsp. geniculata  var. africana (Eig) Scholz,Aegilops geniculata,geniculata,,Aegilops,,,,9,4500,3,4,1,8534
1030926,Aegilops geniculata Roth subsp. geniculata  var. africana (Eig) Scholz,Aegilops geniculata,geniculata,,Aegilops,,,,1,500,1,1,1,8534
1031048,Aeschynomene americana L.,Aeschynomene americana,americana,,Aeschynomene,L,shyleaf,25360,5,2500,1,2,2,199
1030927,Aegilops geniculata Roth subsp. geniculata var. africana (Eig) Scholz,Aegilops geniculata,geniculata,subsp. geniculata var. africana,Aegilops,(Eig) Scholz,ovate goatgrass,,1,500,1,1,0,124
1030928,Aegilops geniculata Roth subsp. geniculata  var. hirsuta Eig,Aegilops geniculata,geniculata,,Aegilops,,,,1,500,1,1,1,8535
1030929,Aegilops geniculata Roth subsp. geniculata  var. lanuginosa (Zhuk.) K.Hammer,Aegilops geniculata,geniculata,,Aegilops,,,,1,500,1,1,1,9363
1030930,Aegilops geniculata Roth subsp. gibberosa  (Zhuk.) K.Hammer,Aegilops geniculata,geniculata,,Aegilops,,,,2,1000,2,1,1,8536
1030931,Aegilops geniculata Roth subsp. gibberosa (Zhuk.) K.Hammer,Aegilops geniculata,geniculata,subsp. gibberosa,Aegilops,(Zhuk.) K.Hammer,ovate goatgrass,,12,6000,3,5,1,125
1030932,Aegilops geniculata Roth subsp. gibberosa  (Zhuk.) K.Hammer var. brachyathera  (Pomel) K.Hammer,Aegilops geniculata,geniculata,,Aegilops,,,,3,1500,3,3,1,6786
1030933,Aegilops geniculata Roth subsp. gibberosa  (Zhuk.) K.Hammer var. brachyathera  (Pomel) K.Hammer,Aegilops geniculata,geniculata,,Aegilops,,,,2,1000,1,2,1,6786
1030934,Aegilops geniculata Roth subsp. gibberosa  (Zhuk.) K.Hammer var. latiaristata (Lange)  K.Hammer,Aegilops geniculata,geniculata,,Aegilops,,,,6,3000,4,5,1,8537
1030935,Aegilops geniculata Roth subsp. gibberosa  (Zhuk.) K.Hammer var. latiaristata (Lange)  K.Hammer,Aegilops geniculata,geniculata,,Aegilops,,,,1,500,1,1,1,8537
1031134,Agrost alba L.,Agrost alba,alba,,Agrost,,,,1,500,1,1,1,10992
1030936,Aegilops geniculata Roth subsp. gibberosa (Zhuk.) K.Hammer var. latiaristata (Lange) K.Hammer,Aegilops geniculata,geniculata,subsp. gibberosa var. latiaristata,Aegilops,(Lange) K.Hammer,ovate goatgrass,,1,500,1,1,1,126
1030937,Aegilops juvenalis,Aegilops juvenalis,juvenalis,,Aegilops,,,,4,1600,2,2,1,7632
1030938,Aegilops juvenalis (Thell.) Eig,Aegilops juvenalis,juvenalis,,Aegilops,(Thell.) Eig,goatgrass,,1,500,1,1,1,127
1030939,Aegilops kotschyi,Aegilops kotschyi,kotschyi,,Aegilops,,goatgrass,,15,6000,5,4,2,128
1030940,Aegilops kotschyi Boiss. var. hirta Eig,Aegilops kotschyi,kotschyi,var. hirta,Aegilops,Eig,goatgrass,,2,1000,2,1,1,130
1030941,Aegilops kotschyi Boiss. var. palaestina Eig,Aegilops kotschyi,kotschyi,,Aegilops,,,,2,1000,2,1,1,8538
1030942,Aegilops L.,Aegilops sp.,sp.,,Aegilops,L.,goatgrass,,1,500,1,1,1,132
1030943,Aegilops longissima,Aegilops longissima,longissima,,Aegilops,Schweinf & Muschl,goatgrass,506691,10,4000,3,3,1,131
1030944,Aegilops longissima Schweinf. & Muschl.,Aegilops longissima,longissima,,Aegilops,,,,1,500,1,1,1,9364
1030945,Aegilops longissima Schweinf. & Muschl.  subsp. longissima,Aegilops longissima,longissima,,Aegilops,,,,6,3000,3,1,1,6787
1030946,Aegilops longissima Schweinf. & Muschl.  subsp. longissima,Aegilops longissima,longissima,,Aegilops,,,,2,1000,1,1,1,6787
1030947,Aegilops longissima Schweinf. & Muschl. subsp. longissima,Aegilops longissima,longissima,subsp. longissima,Aegilops,,goatgrass,,3,1500,1,2,1,133
1030948,Aegilops longissima Schweinf. & Muschl.  subsp. sharonensis (Eig) K.Hammer var.  major (Eig) K.Hammer,Aegilops longissima,longissima,,Aegilops,,,,4,2000,3,1,1,6788
1030949,Aegilops longissima Schweinf. & Muschl. subsp. sharonensis (Eig) K.Hammer var. major (Eig) K.Hammer,Aegilops longissima,longissima,subsp. sharonensis var. major,Aegilops,(Eig) K.Hammer,goatgrass,,4,2000,1,2,1,134
1030950,Aegilops longissima Schweinf. & Muschl. subsp. sharonensis (Eig) K.Hammer var. mutica (Post) K.Hammer,Aegilops longissima,longissima,subsp. sharonensis var. mutica,Aegilops,(Post) K.Hammer,goatgrass,,1,500,1,1,0,135
1030951,Aegilops lorentii HOCHST.,Aegilops lorentii,lorentii,,Aegilops,,,,3,600,1,2,2,10076
1030952,Aegilops lorentii Hochst. var. archipelagica  (Eig) K.Hammer,Aegilops lorentii,lorentii,,Aegilops,,,,5,2500,2,1,1,8539
1030953,Aegilops lorentii Hochst. var. archipelagica (Eig) K.Hammer,Aegilops lorentii,lorentii,var. archipelagica,Aegilops,(Eig) K.Hammer,Lorent's goatgrass,,1,500,1,1,1,137
1030954,Aegilops lorentii Hochst. var. lorentii,Aegilops lorentii,lorentii,var. lorentii,Aegilops,,Lorent's goatgrass,,40,20000,9,3,3,138
1030955,Aegilops lorentii Hochst. var. lorentii,Aegilops lorentii,lorentii,var. lorentii,Aegilops,,Lorent's goatgrass,,2,1000,1,1,1,138
1030956,Aegilops lorentii Hochst. var. velutina  (Zhuk.) K.Hammer,Aegilops lorentii,lorentii,,Aegilops,,,,23,11500,4,2,2,6789
1030957,Aegilops lorentii Hochst. var. velutina  (Zhuk.) K.Hammer,Aegilops lorentii,lorentii,,Aegilops,,,,1,500,1,1,1,6789
1030958,Aegilops lorentii Hochst. var. velutina (Zhuk.) K.Hammer,Aegilops lorentii,lorentii,var. velutina,Aegilops,(Zhuk.) K.Hammer,Lorent's goatgrass,,2,1000,2,2,2,139
1030959,Aegilops markgrafii (GREUTER) HAMMER,Aegilops markgrafii,markgrafii,,Aegilops,,,,4,800,1,2,1,10077
1030960,Aegilops markgrafii (Greuter) K.Hammer,Aegilops markgrafii,markgrafii,,Aegilops,,,,13,6500,2,1,1,6790
1030961,Aegilops markgrafii (Greuter) K.Hammer  var. markgrafii,Aegilops markgrafii,markgrafii,,Aegilops,,,,39,19500,6,2,2,6791
1030962,Aegilops markgrafii (Greuter) K.Hammer  var. markgrafii,Aegilops markgrafii,markgrafii,,Aegilops,,,,9,4500,1,2,2,6791
1030963,Aegilops markgrafii (Greuter) K.Hammer var. markgrafii,Aegilops markgrafii,markgrafii,var. markgrafii,Aegilops,,goatgrass,,8,4000,3,2,2,141
1030964,Aegilops markgrafii (Greuter) K.Hammer  var. polyathera (Boiss.) K.Hammer,Aegilops markgrafii,markgrafii,,Aegilops,,,,3,1500,2,1,1,6792
1030965,Aegilops markgrafii (Greuter) K.Hammer  var. polyathera (Boiss.) K.Hammer,Aegilops markgrafii,markgrafii,,Aegilops,,,,1,500,1,1,1,6792
1031049,Aeschynomene bella Harms,Aeschynomene bella,bella,,Aeschynomene,Harms,jointvetch,,1,500,1,1,1,200
1030966,Aegilops markgrafii (Greuter) K.Hammer var. polyathera (Boiss.) K.Hammer,Aegilops markgrafii,markgrafii,var. polyathera,Aegilops,(Boiss.) K.Hammer,goatgrass,,1,500,1,1,1,142
1030967,Aegilops mutica BOISS.,Aegilops mutica,mutica,,Aegilops,,,,2,400,1,1,1,10078
1030968,Aegilops neglecta,Aegilops neglecta,neglecta,,Aegilops,,goatgrass,,43,17300,8,11,3,143
1030969,Aegilops neglecta Req. ex Bertol.,Aegilops neglecta,neglecta,,Aegilops,Req. ex Bertol.,goatgrass,,2,1270,2,2,2,144
1030970,Aegilops neglecta REQ. ex BERTOL.,Aegilops neglecta,neglecta,,Aegilops,,,,3,600,1,2,1,10079
1030971,Aegilops neglecta Req. ex Bertol. subsp. neglecta var. neglecta,Aegilops neglecta,neglecta,subsp. neglecta var. neglecta,Aegilops,,goatgrass,,1,500,1,1,1,145
1030972,Aegilops neglecta Req. ex Bertol. subsp.  recta (Zhuk.) K.Hammer,Aegilops neglecta,neglecta,,Aegilops,,,,7,3500,3,3,1,6793
1030973,Aegilops neglecta Req. ex Bertol. subsp.  recta (Zhuk.) K.Hammer,Aegilops neglecta,neglecta,,Aegilops,,,,2,1000,1,2,1,6793
1030974,Aegilops neglecta Req. ex Bertol. subsp. recta (Zhuk.) K.Hammer,Aegilops neglecta,neglecta,subsp. recta,Aegilops,(Zhuk.) K.Hammer,goatgrass,,4,2000,2,3,1,146
1030975,Aegilops ovata L.,Aegilops ovata,ovata,,Aegilops,,,,2,1000,1,1,1,7633
1030976,Aegilops peregrina,Aegilops peregrina,peregrina,,Aegilops,,goatgrass,,2,800,2,2,1,147
1030977,Aegilops peregrina (Hack.) Maire & Weiller subsp. elongata (Eig & Feinbrun) K.Hammer,Aegilops peregrina,peregrina,subsp. elongata,Aegilops,(Eig & Feinbrun) K.Hammer,goatgrass,,1,500,1,1,1,149
1030978,Aegilops peregrina (Hack.) Maire & Weiller subsp. multiaristata (Eig & Feinbrun) K.Hammer,Aegilops peregrina,peregrina,subsp. multiaristata,Aegilops,(Eig & Feinbrun) K.Hammer,goatgrass,,1,500,1,1,1,150
1030979,Aegilops peregrina (Hack.) Maire & Weiller  subsp. peregrina var. multiaristata (Eig &  Feinbrun) K.Hammer,Aegilops peregrina,peregrina,,Aegilops,,,,2,1000,1,1,1,6794
1030980,Aegilops peregrina (Hack.) Maire & Weiller subsp. peregrina var. multiaristata (Eig & Feinbrun) K.Hammer,Aegilops peregrina,peregrina,subsp. peregrina var. multiaristata,Aegilops,(Eig & Feinbrun) K.Hammer,goatgrass,,1,500,1,1,1,151
1031079,Aeschynomene schimperi,Aeschynomene schimperi,schimperi,,Aeschynomene,,jointvetch,,11,9500,7,3,1,225
1030981,Aegilops peregrina (Hack.) Maire & Weiller  subsp. peregrina var. variabilis (Eig)  K.Hammer,Aegilops peregrina,peregrina,,Aegilops,,,,1,500,1,1,1,6795
1030982,Aegilops peregrina var. brachyathera,Aegilops peregrina,peregrina,var. brachyathera,Aegilops,,goatgrass,,7,2800,3,4,1,152
1030983,Aegilops peregrina var. peregrina,Aegilops peregrina,peregrina,var. peregrina,Aegilops,,goatgrass,,35,14000,7,6,1,154
1030985,Aegilops searsii FELDMAN et KISLEV ex HAMMER,Aegilops searsii,searsii,,Aegilops,,,,2,400,1,0,0,10080
1030987,Aegilops sharonensis,Aegilops sharonensis,sharonensis,,Aegilops,,,,1,400,1,1,1,10972
1030988,Aegilops sharonensis Eig,Aegilops sharonensis,sharonensis,,Aegilops,Eig,goatgrass,,1,500,1,1,0,157
1030989,Aegilops sp.,Aegilops sp.,sp.,,Aegilops,,goatgrass,,1,500,1,1,0,5362
1030990,Aegilops speltoides Tausch,Aegilops speltoides,speltoides,,Aegilops,Tausch,goatgrass,506694,5,3079,4,4,3,159
1030991,Aegilops speltoides TAUSCH,Aegilops speltoides,speltoides,,Aegilops,,,,11,2200,1,2,1,10081
1031039,Aegilops ventricosa Tausch,Aegilops ventricosa,ventricosa,,Aegilops,Tausch,barbed goatgrass,506697,3,1100,2,2,2,193
1030992,Aegilops speltoides Tausch subsp. ligustica  (Savign.) Zhuk. var. ligustica (Savign.)  Bornm.,Aegilops speltoides,speltoides,,Aegilops,,,,3,1500,3,1,1,8541
1030993,Aegilops speltoides Tausch subsp. ligustica (Savign.) Zhuk. var. ligustica (Savign.) Bornm.,Aegilops speltoides,speltoides,subsp. ligustica var. ligustica,Aegilops,(Savign.) Bornm.,goatgrass,,1,500,1,1,0,160
1030994,Aegilops speltoides Tausch subsp.  speltoides var. speltoides,Aegilops speltoides,speltoides,,Aegilops,,,,11,5500,4,5,2,6796
1030995,Aegilops speltoides Tausch subsp. speltoides var. speltoides,Aegilops speltoides,speltoides,subsp. speltoides var. speltoides,Aegilops,,goatgrass,,3,1500,2,2,1,161
1030996,Aegilops speltoides Tausch var. ligustica (Savign.) Fiori,Aegilops speltoides,speltoides,,Aegilops,,,,1,1000,1,0,0,9163
1030997,Aegilops speltoides var. ligustica,Aegilops speltoides,speltoides,var. ligustica,Aegilops,,goatgrass,,9,3600,4,4,1,162
1030998,Aegilops speltoides var. speltoides,Aegilops speltoides,speltoides,var. speltoides,Aegilops,,goatgrass,,18,7400,6,4,1,164
1030999,Aegilops tauschii,Aegilops tauschii,tauschii,,Aegilops,Coss,Tausch's goatgrass,565607,205,82000,7,15,2,165
1031000,Aegilops tauschii Coss.,Aegilops tauschii,tauschii,,Aegilops,Coss.,Tausch's goatgrass,565607,13,5941,6,7,2,166
1031001,Aegilops tauschii COSS.,Aegilops tauschii,tauschii,,Aegilops,,,,11,2200,1,6,2,10082
1031002,Aegilops tauschii Cosson,Aegilops tauschii,tauschii,,Aegilops,,,,17,8500,1,1,1,7634
1031003,Aegilops tauschii Coss. subsp. anathera  (Eig) K.Hammer,Aegilops tauschii,tauschii,,Aegilops,,,,1,500,1,1,1,8542
1031004,Aegilops tauschii Coss. subsp. anathera (Eig) K.Hammer,Aegilops tauschii,tauschii,subsp. anathera,Aegilops,(Eig) K.Hammer,Tausch's goatgrass,,2,1000,1,2,1,167
1031005,Aegilops tauschii Coss. subsp. strangulata  (Eig) Tzvelev,Aegilops tauschii,tauschii,,Aegilops,,,,5,2500,3,2,2,6797
1031006,Aegilops tauschii Coss. subsp. strangulata  (Eig) Tzvelev,Aegilops tauschii,tauschii,,Aegilops,,,,1,500,1,1,1,6797
1031050,Aeschynomene brasiliana,Aeschynomene brasiliana,brasiliana,,Aeschynomene,,jointvetch,,117,109900,26,9,2,201
1031007,Aegilops tauschii Coss. subsp. strangulata (Eig) Tzvelev,Aegilops tauschii,tauschii,subsp. strangulata,Aegilops,(Eig) Tzvelev,Tausch's goatgrass,,7,3500,4,2,1,168
1031008,Aegilops tauschii Coss. subsp. tauschii var.  anathera (Eig) K.Hammer,Aegilops tauschii,tauschii,,Aegilops,,,,2,1000,1,2,1,10538
1031009,Aegilops tauschii Coss. subsp. tauschii var.  meyeri (Griseb.) Tzvelev,Aegilops tauschii,tauschii,,Aegilops,,,,10,5000,3,4,2,6798
1031010,Aegilops tauschii Coss. subsp. tauschii var.  meyeri (Griseb.) Tzvelev,Aegilops tauschii,tauschii,,Aegilops,,,,4,2000,1,3,2,6798
